platform,source_id,source_title,content,like_count,ctime,ctime_str,member_level,reply_count,page,user_name,comment_id,keyword
bilibili,BV1ruNy6kEse,台风巴威过境杭州，48小时延时摄影真实纪实台风过境全过程,这个视角无敌了,0,1783914088,2026-07-13 11:41:28,6,1,3,藏小荷,309118347936,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这视频保真吗[doge],3,1783864398,2026-07-12 21:53:18,6,0,1,蘑菇大大叔,309056335680,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),很假[吃瓜]昨晚巴威的实况怎么样我觉得大家都有数……今天某音还遇到了一个拿中气爱去年上海的下击暴流视频冒充昨晚的台州呢。,3,1783860303,2026-07-12 20:45:03,5,0,1,阿呜wy,305849100881,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这次台风最受伤的应该是种早稻的，一路开车过去，道路两边的稻子全倒了，看样子离成熟还有些日子，唉，农民伯伯难啊,15,1783861749,2026-07-12 21:09:09,5,2,1,充血38度6,309049989552,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),真就一座山两个世界乐清离台风风眼就20km,50,1783839738,2026-07-12 15:02:18,6,6,1,云鹤音箐,309004500848,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),不是 清江玩这么大吗[笑哭][笑哭] 离得也不远啊 两个世界呢,24,1783842388,2026-07-12 15:46:28,6,0,1,言浮白Trarol,305812611265,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这是2024年南昌下击暴流的视频,2,1783873645,2026-07-13 00:27:25,5,1,1,南亚高压,309076289136,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),还行，另外以后别开窗拍，容易关不上，要是真吸跑窗户，建议去厕所呆[吃瓜],0,1783869764,2026-07-12 23:22:44,6,0,1,晒干在深海的咸鱼,305870640833,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这个视频为什么还要配音呢？,3,1783864337,2026-07-12 21:52:17,6,6,1,哈士奇再帅也要拉雪橇,309056243136,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我在玉环，不知道为啥感觉风好小感觉挺凉快的[笑哭],15,1783832496,2026-07-12 13:01:36,5,0,1,十五の夜,305795132625,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),看上去声势浩大，但实际上只敢对小部分地区动手。,3,1783861890,2026-07-12 21:11:30,6,0,1,濯漪霈,309050419520,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),同个镇上，鸡窝都没事[吃瓜],17,1783847482,2026-07-12 17:11:22,6,2,1,金红色小叶,309018383888,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这次气象台谎报军情，江苏上海都备战台风，不敢出去玩，特么的根本就没什么很大风的感觉，雨也点点滴滴的，浪费感情,0,1783866198,2026-07-12 22:23:18,5,0,1,No_Stopping,309060460336,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),@金色乌龟米哈尔,1,1783847209,2026-07-12 17:06:49,6,0,1,-澄兹,309017877088,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),这次台风有点手欠，欺软怕硬,0,1783873502,2026-07-13 00:25:02,6,0,1,乙未豪客,305877818465,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),太刺激了，我这辈子都没有躲在房子里以220千米每小时的速度在空中飞行,6,1783838010,2026-07-12 14:33:30,5,0,1,Mike-Geng,309001404384,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),人没事就好,4,1783819832,2026-07-12 09:30:32,4,0,1,bili_31020185804,308966446528,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),[笑哭]温州平阳这边俩集分化呀 没啥风,7,1783833143,2026-07-12 13:12:23,5,2,1,懵懵懂懂小吉他,305796376737,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我去，没事就好哈，要是人真没了，那就完了,2,1783826541,2026-07-12 11:22:21,4,0,1,一颗已经亚巨星的恒星,308977836512,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),临海没多大感觉，就是大风大雨[笑哭],2,1783854458,2026-07-12 19:07:38,6,1,1,BTC-SimTV,305835527809,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),哈哈哈哈，隔了40公里左右不过昨晚风雨也很大,3,1783830178,2026-07-12 12:22:58,4,0,1,刚才哈呵呵哈哈哈呵呵,308985575488,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我自家屁事没有，不过在乐成的办公室被水淹了一点点[笑哭],0,1783867861,2026-07-12 22:51:01,6,0,2,平胸A,309064293744,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),坐标义乌，风都没有,0,1783855280,2026-07-12 19:21:20,5,0,2,云上仙兔,309034487664,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),杭州感受连雷阵雨都算不上。,1,1783855933,2026-07-12 19:32:13,6,0,2,jenasz,309035780624,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),昆山滴呆丸狼:这台风没精神！不給力！差評！[调皮],0,1783849227,2026-07-12 17:40:27,4,0,2,redpig-1,309021796496,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),幸好浙江山多[笑哭],1,1783851488,2026-07-12 18:18:08,5,0,2,某科学的芝士雪豹,305829376961,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),吓人[少女乐团派对_等一下]好在我处在外围,0,1783862420,2026-07-12 21:20:20,5,0,2,万灯月徊,305854102209,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),摧枯拉朽，这词真的很形象了，大自然的力量真的恐怖,1,1783846794,2026-07-12 16:59:54,6,0,2,深夜被窝当国宝,309017025088,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),看起来比我们玉环还严重啊。,1,1783855129,2026-07-12 19:18:49,6,1,2,天外有43天,309034064032,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我们小区唯一受灾[笑哭]坐标乐成街道,3,1783845801,2026-07-12 16:43:21,6,0,2,森屿与暖树,309015264912,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),？我虹桥的，屁事没有[笑哭],0,1783861953,2026-07-12 21:12:33,3,0,2,亚力士多特,309050585952,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),鹿城衣角微湿[doge],1,1783848085,2026-07-12 17:21:25,5,1,2,只吃汉堡的jojo,305822817393,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),卧槽[惊讶],1,1783838583,2026-07-12 14:43:03,6,0,2,这里风浪太大,309002492288,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),假的吧，清江哪来这么高的楼[吃瓜],1,1783844609,2026-07-12 16:23:29,6,1,2,金红色小叶,309012953216,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),[doge]武汉毫无感觉,0,1783862354,2026-07-12 21:19:14,3,0,2,秋芭比木奶牛z,305853962961,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),隔壁雁荡昨晚风雨也很大,0,1783860343,2026-07-12 20:45:43,6,0,2,柚叽咪_,309046718864,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),好家伙 我舅舅舅妈在台州玉环那边,1,1783838293,2026-07-12 14:38:13,5,0,2,心中的周杰伦,305805767681,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),[捂眼]四川人吓哭了,1,1783828643,2026-07-12 11:57:23,5,3,2,小喵呜喵喵,308981996688,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我在市区根本没风[笑哭][笑哭],0,1783844781,2026-07-12 16:26:21,6,0,2,森屿与暖树,309013387232,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我在宁波,0,1783848893,2026-07-12 17:34:53,5,1,2,叶無枫,305824269425,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),末日感十足,0,1783822632,2026-07-12 10:17:12,5,0,3,想吃辣条又买不起,308970918416,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),靠海近了,0,1783842666,2026-07-12 15:51:06,6,0,3,小ho啊,309009566976,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),好像不关我的事，我们江西没有台风只是会下雨，没有台风,0,1783849274,2026-07-12 17:41:14,5,0,3,伪中立-小夏球official,309021922896,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),我尼玛 这么猛,0,1783840410,2026-07-12 15:13:30,5,0,3,牛毛坞,305809365793,台风巴威登陆
bilibili,BV18xNK67E1d,温州乐清市清江镇台风巴威登陆现状(人没事),温州仔吓哭[笑哭],0,1783834102,2026-07-12 13:28:22,6,0,3,Hxeiiii,305798222865,台风巴威登陆
bilibili,BV12x48eQEsT,17级超强台风摩羯登陆文昌全过程,椰子树:些许风霜罢了,2,1783512445,2026-07-08 20:07:25,4,0,1,dertag,308507191664,台风巴威登陆
bilibili,BV12x48eQEsT,17级超强台风摩羯登陆文昌全过程,如果17级台风玩滑翔伞会不会一下子从广东被吹到四川[doge],2,1781532919,2026-06-15 22:15:19,6,0,1,最帅的摄影指导,305859728496,台风巴威登陆
bilibili,BV12x48eQEsT,17级超强台风摩羯登陆文昌全过程,真正的海南本地土著：椰子树[doge],1,1783787327,2026-07-12 00:28:47,6,0,1,布偶猫杨桃,308939619008,台风巴威登陆
bilibili,BV12x48eQEsT,17级超强台风摩羯登陆文昌全过程,现在的巴威也到17级以上了,1,1783737039,2026-07-11 10:30:39,5,7,1,南海龙王牛B,308838516256,台风巴威登陆
bilibili,BV12x48eQEsT,17级超强台风摩羯登陆文昌全过程,我家的风也很大。,0,1782301071,2026-06-24 19:37:51,3,0,2,非常爱爆肝的清朝,303729505793,台风巴威登陆
bilibili,BV1mRNr65E9U,26年Ace王---台风 巴威(Bavi)(WP092026)云图动画,巅峰强度老J和F13分别给了多少,1,1783936668,2026-07-13 17:57:48,5,1,1,CMetu,309162866832,台风巴威登陆
bilibili,BV1mRNr65E9U,26年Ace王---台风 巴威(Bavi)(WP092026)云图动画,UP最后可以录屏用吗?求,0,1783930070,2026-07-13 16:07:50,3,2,1,爱吃百香果2519,309149942256,台风巴威登陆
bilibili,BV1mRNr65E9U,26年Ace王---台风 巴威(Bavi)(WP092026)云图动画,试问一下，A CE多少,1,1783903440,2026-07-13 08:44:00,3,16,1,银杏艮钅呆,309100167104,台风巴威登陆
bilibili,BV1mRNr65E9U,26年Ace王---台风 巴威(Bavi)(WP092026)云图动画,台风巴威一巅、二巅云图，路径图，气压图,5,1783901431,2026-07-13 08:10:31,5,8,1,一只路过的Saola,305898434113,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,我以为什么个事呢，原来就小瘪三一个，浇花我还嫌没力气[doge],32,1783815735,2026-07-12 08:22:15,6,0,1,来杯开水-加盐,308961029536,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,就这？北京沙尘暴都比这个风大,34,1783786594,2026-07-12 00:16:34,4,7,1,种花乌萨奇,305745404929,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,已經幫你們擋了不少 這樣都撐不住要檢討了[笑],11,1783813932,2026-07-12 07:52:12,6,0,1,凱伊小寶貝,308959195472,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,下个小雨也要拍吗？[无语],14,1783803435,2026-07-12 04:57:15,4,0,1,黑洞亦挽留不住光,305760097041,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,预警的目的不就是预防真的来大台风吗[笑哭]，为什么台风小了结果一堆人在拉完了闹麻了白囤了[无语],132,1783829667,2026-07-12 12:14:27,6,10,1,丝月Sylunae,308984451920,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,咋这么多马后炮[捂脸]17➕的台风，还这么大一团，媒体报道有半点问题吗？要不是最后换眼时干气切入，连掉三级，那现在你们就不是打字，而是打救援电话了。,79,1783854329,2026-07-12 19:05:29,5,0,1,読むだけ,309032492064,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,毛毛雨在我糙啥啊,2,1783828532,2026-07-12 11:55:32,6,0,1,bakada・,308981882240,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,没准置换成功在海上还能上18呢，劫后余生评论区还不乐意了，我也是蚌埠住了[笑哭]这强度这范围的台风是极其罕见的，真不算吹，只是登陆前置换失败把自己玩死了，懂吗？这也没法预料啊，如果巴威不降级不置换最后一次保持17级，甚至有可能和副热带高压大陆高压形成强对流天气，非常容易出现大型龙卷风之类的灾害，而不是被这两按在地上打[喜极而泣],32,1783871123,2026-07-12 23:45:23,5,1,1,狐狸去哪惹,309071454016,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,摩羯:丢台风脸[傲娇] 实际是:副热带高压大陆暖高压联手把巴威摁在胯下疯狂输出[doge],54,1783835461,2026-07-12 13:51:01,6,4,1,被困在这风里,305800774673,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了这台风，也不知道为什么今年吹这么狠，还以为会比前几年厉害点，结果也就半夜风大了点，睡醒啥事没有,384,1783815317,2026-07-12 08:15:17,6,49,1,咸鱼慢慢思瑞迪,308960681728,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,还以为有多大的雨呢，白囤了，先吃饭吧,238,1783831811,2026-07-12 12:50:11,6,20,1,真中小合欢,305793626161,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,莫名其妙，不就普通中雨级别搞得天崩地裂了一样,5,1783854969,2026-07-12 19:16:09,6,0,1,别在这发电哦,309033745104,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,巴威改名叫滔搏算了,67,1783830554,2026-07-12 12:29:14,5,7,1,amusemaker,308986570080,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,网红台风吹的天花乱坠,8,1783836242,2026-07-12 14:04:02,5,0,1,耀耀要yao,305802200337,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,一个巴威养活多少营销号[笑哭],13,1783834105,2026-07-12 13:28:25,5,1,1,迷途中的歌者,305798225393,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,在巴威的影响下，全浙江风雨最大的地方在抖音和热搜上[笑哭][笑哭][笑哭],54,1783822466,2026-07-12 10:14:26,2,0,1,巴比伦的夜会美,308970732224,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,谁还记得当初那个风眼无比标准的巴威，现在真的拉完了,4,1783831084,2026-07-12 12:38:04,5,0,1,闭合类時曲線,305792084385,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,网红台风[笑哭],8,1783824167,2026-07-12 10:42:47,6,1,1,方方方秋,308973688832,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,最软之一，我还以为啥呢，就吹吹风下下雨，拉完了，本来能放假的通知我回去上班两千，飞舞巴威,1,1783865561,2026-07-12 22:12:41,6,0,1,是Ki梦啊,309059005712,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,[笑哭]台风天还在外面闲逛，还往低洼处跑，你们是真不怕死啊…,3,1783790350,2026-07-12 01:19:10,4,0,1,糖渍星海,305750897361,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,网红台风这块,11,1783828283,2026-07-12 11:51:23,6,0,2,谈谈谭老师,305786035185,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,小孩特有的一惊一乍嗷嗷叫,3,1783932028,2026-07-13 16:40:28,6,0,2,透_明桥,305952115393,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这么看确实闹麻了,3,1783830897,2026-07-12 12:34:57,6,0,2,姚姚姚姚姚曦,305791708513,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,巴威购物节[捂脸],23,1783821325,2026-07-12 09:55:25,5,3,2,角角压,305774246753,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这是我家那会摩羯过后的样子。你们对台风一无所知,70,1783843225,2026-07-12 16:00:25,5,11,2,无情逗逗海,305813955553,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,巴威老师为了参加bw也是真的够拼的。,79,1783784659,2026-07-11 23:44:19,6,3,2,天叶飞剑圣,308934833440,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,前天看一个人在评论区说不要焦虑，不用囤货，官方没有停工停学的通知，代表国家电网，自来水厂，水站，商场商店依然上班，秩序照常。结果被人人骂了几十上百楼。[吃瓜],4,1783828975,2026-07-12 12:02:55,6,1,2,凉風_有信,305787496641,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这b台风[笑哭]害我撒尿一阵风，尿鞋子上面了服了。,1,1783857319,2026-07-12 19:55:19,6,0,2,nige杀手王小桃,305841563297,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,台风猛的时候伞是握不住的，那风力不是闹着玩的,48,1783784966,2026-07-11 23:49:26,6,1,2,千枫凝雪,305742524033,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,死在哪？[汤圆],1,1783828775,2026-07-12 11:59:35,5,0,2,Mys1ery,305787026241,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,真闹麻了这台风，别说感觉了连让我吹感冒都难，白天起来还是这么热甚至降温都没怎么降,154,1783815552,2026-07-12 08:19:12,6,20,2,活着就是为了爱蜜莉雅,305766551425,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这算啥啊？这是台风?和普通下雨有啥区别?,3,1783827545,2026-07-12 11:39:05,6,0,2,造化龚神秀,308979784320,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,巴威是最会“高开低走”的 巅峰时期强度比山竹强 比山竹大，登陆的时候比山竹弱 比山竹小，但是人们又不实时关注台风等级，营销号又喜欢拿巅峰时期的强度来炒作 结果登陆的时候还有80％的人以为巴威还是超强台风 实际上堪堪台风级 一来一往巴威就变成纸老虎了,24,1783821100,2026-07-12 09:51:40,6,2,2,202122雷伊,308968370832,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了，今天大太阳都出来了热死了,2,1783831285,2026-07-12 12:41:25,6,0,2,MieArtist_2026,305792527377,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,我说真的，台风了，不在家里待着出来晃，纯作死啊。不怕一万，就怕万一[吃瓜],3,1783787447,2026-07-12 00:30:47,6,0,2,柒天纫灭,308939920720,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,他妈的下冰雹了，砸死我了😡我要死了~！我要死了！救命啊，我要死啦！😭😭😭,7,1783854894,2026-07-12 19:14:54,5,2,2,纪H硕,309033581696,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,坐标金华东阳，这两天就下了两场小雨都没有的雨，刮了两下风，甚至家门口的扫帚都纹丝不动动，还是说昨天晚上趁我睡觉下了把大的？[doge],3,1783831698,2026-07-12 12:48:18,6,0,2,还好我名字不粉,305793460625,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了，也就推拉门响了几下，外面小河下满了，但也没有溢出来，刚栽的小树苗被吹倒了，大树纹丝不动……IP温州沿海，真的啥也不是啊，还挺热的，也没有降温[疑惑][疑惑][疑惑],4,1783826282,2026-07-12 11:18:02,6,0,2,水吻火鸡拌面,308977454528,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这看着跟正常下雨没区别啊,40,1783824493,2026-07-12 10:48:13,6,10,2,无语的香蕉,305779147233,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,我这边外面有蝉鸣 何意味啊 台风呢？😡,9,1783827338,2026-07-12 11:35:38,6,0,3,PL-12批发_小草,305783994033,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,要不是我有攀爬键，就要解密了,28,1783832021,2026-07-12 12:53:41,5,1,3,土申泥苔煤,308989742720,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,媒体吹的很凶闹的这边都一级响应了，搞得吗的值夜班监控，早上一出来台风离杭州最近了结果就一丢丢微风[捂脸],8,1783820124,2026-07-12 09:35:24,6,0,3,叁仟橙子,308966862720,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,没事至少大家都吃饱了，江浙沪囤了一大堆东西够吃几天了，其他地图的人都在吃瓜也是饱饱的了,15,1783821059,2026-07-12 09:50:59,6,0,3,_老东西_,305773724913,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了，史上最拉台风，无锡天天有太阳，台风天我用太阳能洗澡敢信？台风之耻,1,1783909712,2026-07-13 10:28:32,6,0,3,WuXiCareer,305910168929,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,挂的不大是什么几把坏事吗？,0,1783876750,2026-07-13 01:19:10,6,0,3,yyyy妖精,309081339280,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,这台风甚至还不如之前的贝碧嘉[嫌弃][嫌弃][嫌弃],5,1783819647,2026-07-12 09:27:27,5,1,3,哈哈我能说什么呢,305771657569,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,绷不住了，杭州一睡醒连与都不下了，出太阳了都,7,1783839885,2026-07-12 15:04:45,6,1,3,一般御主,309004715984,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,就这？之前吹的牛逼哄哄的[笑哭],1,1783808077,2026-07-12 06:14:37,5,3,3,割须弃袍曹老板,305761675505,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了买了4桶泡面结果就下了一阵雨[藏狐],2,1783842276,2026-07-12 15:44:36,5,0,3,万魔殿实际掌权人,309008934480,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,年年见台风的老广告诉你，能打伞，风就不算大。 真大风，你伞一张开，人就会被拖着走,2,1783856348,2026-07-12 19:39:08,5,0,3,只羡黄毛不羡仙,309036656160,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,六点的时候闪断了一下电，现在已停电[笑哭],190,1783789164,2026-07-12 00:59:24,6,11,3,柒柒MiseKee,308942305952,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,拉完了[doge_金箍],0,1783829418,2026-07-12 12:10:18,6,0,3,樱桃小丸子的狮子头,305788317089,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,靠岸13级，往里面走点就剩10级了,1,1783834014,2026-07-12 13:26:54,6,0,3,驴哥vip6,308994038256,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,就下了点雨，刮了点风，然后就是出太阳了，热的要死,0,1783955649,2026-07-13 23:14:09,4,0,3,好奇的迷彩风筝,306001943761,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,今年这台风吹的够邪乎的 连北京都受影响了发了一堆红色预警 结果雷声大雨点小。。。[呆],7,1783823865,2026-07-12 10:37:45,6,2,3,在山间的小路上,305778172081,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,网红行为网红大风,0,1783828172,2026-07-12 11:49:32,4,0,3,resicombin,308981014192,台风巴威登陆
bilibili,BV1F5Nc6nELQ,浙江台风巴威户外第一视角,依旧拉完了，还13级台风呢？拉完了兄弟.,0,1783848258,2026-07-12 17:24:18,5,0,3,朱遥山水有相逢,309020014656,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,这温州最精了，多少年了台风全让台州和福建登陆了[doge],39,1783786102,2026-07-12 00:08:22,6,4,1,喝水我喝哇哈哈,308937505424,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,都说这17级台风特别猛，甚至还有人劝我去其他省躲一躲，我当场就笑了，区区17级，我就在温州硬抗又如何[笑哭],249,1783785417,2026-07-11 23:56:57,6,13,1,我才是空白情诗,305743349777,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,什么玩意 17 18级的 准备了半天比往年的都不如[辣眼睛],2,1783848279,2026-07-12 17:24:39,2,0,1,快乐曲奇1,305823099297,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,我家对面洗车场路边花坛的大树被台风直接整根扯出来了，直接拔出来啊WC了[笑哭],2,1783845250,2026-07-12 16:34:10,5,0,1,逝我无我,305817701537,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,都说这17级台风特别猛，甚至还有人劝我去其他省躲一躲，我当场就笑了，区区17级，我就在浙江硬抗又如何[doge][doge][doge],46,1783787934,2026-07-12 00:38:54,5,3,1,想跑马的阿徐,305747610481,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,小小台风一点感觉没有[妙啊],39,1783809263,2026-07-12 06:34:23,5,2,1,马兹拉,308956078176,台风巴威登陆
bilibili,BV122NA6KE3N,巴威台风登陆在即！温岭石塘掀起近5层楼高巨浪【7.11日】,我是温岭人，目前起飞状态良好,126,1783787471,2026-07-12 00:31:11,2,13,1,Lacuna_空白,305746893937,台风巴威登陆
