platform,source_id,source_title,content,like_count,ctime,ctime_str,member_level,reply_count,page,user_name,comment_id,keyword,cleaned_content,sentiment,score,positive_hits,negative_hits,confidence,intensity,method,reason
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,比起台风，我更在意沈阳人的精神状态[藏狐],15,1783934551,2026-07-13 17:22:31,6,8,1,金瓯无缺_,309158525152,台风巴威登陆,比起台风，我更在意沈阳人的精神状态[藏狐],neutral,0.0,[],[],0.85,weak,hybrid,调侃式转移话题
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,类比一下：台风烟花这是“隔空”登陆郑州了吗[doge],18,1783931082,2026-07-13 16:24:42,5,2,1,海扁果亚门海桩纲,305950424977,台风巴威登陆,类比一下：台风烟花这是“隔空”登陆郑州了吗[doge],neutral,0.0,[],[],0.85,weak,hybrid,幽默类比，无明确情感
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,河南不下雨吗？我好热,4,1783933300,2026-07-13 17:01:40,6,0,1,大头鱼蛙,305954510497,台风巴威登陆,河南不下雨吗？我好热,neutral,0.0,[],[],0.85,weak,hybrid,询问天气，表达个人感受
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,还有游泳的大哥[doge],10,1783931610,2026-07-13 16:33:30,6,0,1,沅鹰,305951261889,台风巴威登陆,还有游泳的大哥[doge],neutral,0.0,[],[],0.85,weak,hybrid,调侃描述，无情感倾向
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,没有活儿还好意思来吃鸡架么？[笑哭],1,1783937248,2026-07-13 18:07:28,6,2,1,流浪剑客范德彪,305962589313,台风巴威登陆,没有活儿还好意思来吃鸡架么？[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,调侃反问，无明确情感
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,怕是粮食又要贵了。。,7,1783931811,2026-07-13 16:36:51,6,3,1,晴海_SEIKAI,305951704577,台风巴威登陆,怕是粮食又要贵了。。,negative,-0.6,[],[],0.85,strong,hybrid,对物价上涨的担忧
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,坐标抚顺，外面还在下大雨[笑哭][笑哭],20,1783932048,2026-07-13 16:40:48,6,8,1,lalaland_sun,305952242049,台风巴威登陆,坐标抚顺，外面还在下大雨[笑哭][笑哭],negative,-0.67,[],[],0.7,strong,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,北方的朋友们注意安全啊,18,1783931124,2026-07-13 16:25:24,4,11,1,bili_6356,309151733536,台风巴威登陆,北方的朋友们注意安全啊,positive,0.7,[],[],0.85,strong,hybrid,表达关心与善意提醒
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,浪来喽[星星眼],12,1783933578,2026-07-13 17:06:18,4,0,1,灰蛊风暴子个体,309156588208,台风巴威登陆,浪来喽[星星眼],positive,0.5,[],[],0.85,moderate,hybrid,兴奋期待的语气
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,。。。辽辽已经沉了,1,1783935296,2026-07-13 17:34:56,5,0,1,一正在摸鱼一,305958568753,台风巴威登陆,。。。辽辽已经沉了,negative,-0.4,[],[],0.85,moderate,hybrid,调侃中带负面描述
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,這次颱風還是蠻有感的,2,1783937214,2026-07-13 18:06:54,4,0,1,照萬川,309163996928,台风巴威登陆,這次颱風還是蠻有感的,neutral,0.0,[],[],0.85,weak,hybrid,中性描述台风感受
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,没感觉啊，风平浪静[思考],3,1783933365,2026-07-13 17:02:45,6,0,1,世界第一双马尾,305954674961,台风巴威登陆,没感觉啊，风平浪静[思考],neutral,0.0,[],[],0.85,weak,hybrid,客观陈述无风浪
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,巴威迫击炮,6,1783931873,2026-07-13 16:37:53,6,1,1,夕立船长,309153311920,台风巴威登陆,巴威迫击炮,neutral,0.0,[],[],0.85,weak,hybrid,比喻描述，无情感倾向
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,附近淹了 也不影响上班的[笑哭],0,1783939709,2026-07-13 18:48:29,6,0,1,浮云甚的承诺,305967809153,台风巴威登陆,附近淹了也不影响上班的[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,调侃中带无奈，但中性
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,快递分拣的，这天还得上班去 得亏早上水小些，打个车去上班 下班坐9米6回的宿舍。。 要不异动一下吧还是，宿舍跟上班的地不在一起也是个麻烦事,0,1783939645,2026-07-13 18:47:25,6,0,1,小馍丁的山楂酪,309169478896,台风巴威登陆,快递分拣的，这天还得上班去得亏早上水小些，打个车去上班下班坐9米6回的宿舍。。要不异动一下吧还是，宿舍跟上班的地不在一起也是个麻烦事,neutral,-0.1,[],[],0.85,weak,hybrid,客观描述上班困难，略抱怨
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,人在浑南，半夜2点40左右开始下雨,5,1783931093,2026-07-13 16:24:53,5,0,2,极致Bimmer,305950381329,台风巴威登陆,人在浑南，半夜2点40左右开始下雨,neutral,0.0,[],[],0.85,weak,hybrid,纯时间地点陈述
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,这两个台风太神奇了吧，受灾的不是沿海反而是沈阳河北广西之类的[笑哭][笑哭],2,1783937883,2026-07-13 18:18:03,6,0,2,暹罗叫咪咪,309165439616,台风巴威登陆,这两个台风太神奇了吧，受灾的不是沿海反而是沈阳河北广西之类的[笑哭][笑哭],negative,-0.67,[],[],0.7,strong,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,为啥不来武汉，太热了，快秃噜皮了[星星眼],4,1783935102,2026-07-13 17:31:42,3,1,2,海水的深蓝,309159783168,台风巴威登陆,为啥不来武汉，太热了，快秃噜皮了[星星眼],positive,0.3,[],[],0.85,moderate,hybrid,期待台风降温，带调侃
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,浙江就下个小雨,2,1783935846,2026-07-13 17:44:06,5,0,2,中正乐呗,309161176784,台风巴威登陆,浙江就下个小雨,neutral,0.0,[],[],0.85,weak,hybrid,客观描述雨量小
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我只关心台风什么时候走[大哭]不要再下了,0,1783939545,2026-07-13 18:45:45,6,0,2,Bmo荧光病,309169292624,台风巴威登陆,我只关心台风什么时候走[大哭]不要再下了,negative,-0.7,[],[],0.85,strong,hybrid,表达对持续降雨的焦虑
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,沈阳都要变成沈洋了[笑哭],2,1783938190,2026-07-13 18:23:10,3,0,2,晴翠解方程一元一次,305964464881,台风巴威登陆,沈阳都要变成沈洋了[笑哭],negative,-0.4,[],[],0.85,moderate,hybrid,调侃中隐含对积水的担忧
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,目前巴威是把原计划降上海浙江福建的雨，带到北京天津河北山东东北三省四川云南。,0,1783939441,2026-07-13 18:44:01,5,0,2,无名网左,305967372257,台风巴威登陆,目前巴威是把原计划降上海浙江福建的雨，带到北京天津河北山东东北三省四川云南。,neutral,0.0,[],[],0.85,weak,hybrid,客观陈述台风路径
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,这个BGM有点吵,0,1783938169,2026-07-13 18:22:49,5,0,2,啦啦我最萌,305964570241,台风巴威登陆,这个BGM有点吵,negative,-0.3,[],[],0.85,moderate,hybrid,对背景音乐表达不满
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,今天说巴威出安徽了，感觉就是太湿热了,0,1783939496,2026-07-13 18:44:56,5,0,2,黄巢与秀吉,309169203136,台风巴威登陆,今天说巴威出安徽了，感觉就是太湿热了,neutral,-0.1,[],[],0.85,weak,hybrid,描述天气感受，略抱怨
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,早上上班的时候没腰 下午下班的时候就排净了,0,1783938204,2026-07-13 18:23:24,5,0,2,梧桐鹤在奉天,305964595185,台风巴威登陆,早上上班的时候没腰下午下班的时候就排净了,neutral,0.0,[],[],0.85,weak,hybrid,客观描述积水消退
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,已经晴天了 ip 沈阳沈北[笑哭],7,1783931060,2026-07-13 16:24:20,6,11,2,芃芃芃,309151765136,台风巴威登陆,已经晴天了ip沈阳沈北[笑哭],positive,0.5,[],[],0.85,moderate,hybrid,表达天气转好的欣慰
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,没事就待在家里备好吃喝给自己放几天假吧，地势低洼的地方都要被转移。不要出去游泳淌河玩水，全是角落里的垃圾和泥，非要出去一定注意冲洗。,0,1783939441,2026-07-13 18:44:01,6,0,2,7D76DE6D3074,309169053424,台风巴威登陆,没事就待在家里备好吃喝给自己放几天假吧，地势低洼的地方都要被转移。不要出去游泳淌河玩水，全是角落里的垃圾和泥，非要出去一定注意冲洗。,neutral,0.0,['没事'],['垃圾'],0.8,weak,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我们这边好多好多的沟渠都被人私自填平种庄稼了，如果下大雨根本没地方排,0,1783939120,2026-07-13 18:38:40,6,0,2,砚知止水,305966657633,台风巴威登陆,我们这边好多好多的沟渠都被人私自填平种庄稼了，如果下大雨根本没地方排,negative,-0.6,[],[],0.85,strong,hybrid,担忧排水问题，隐含批评
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我就想知道有没有之前不在意巴威来沈阳旅游，然后现在回不去又走不了的倒霉蛋……,0,1783939326,2026-07-13 18:42:06,6,0,2,阿狸带你看金鱼,309168705792,台风巴威登陆,我就想知道有没有之前不在意巴威来沈阳旅游，然后现在回不去又走不了的倒霉蛋……,neutral,-0.1,[],[],0.85,weak,hybrid,调侃式询问，略带同情
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我们这里前两天下的挺多的，真是求别下了,3,1783931724,2026-07-13 16:35:24,5,0,2,懿只黑白鼠鼠,305951565425,台风巴威登陆,我们这里前两天下的挺多的，真是求别下了,negative,-0.6,[],[],0.85,strong,hybrid,表达对持续降雨的厌烦
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,一切平安,2,1783931733,2026-07-13 16:35:33,6,0,2,商业唠嗑局,309152915072,台风巴威登陆,一切平安,positive,0.7,[],[],0.85,strong,hybrid,表达祝福和积极期望
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,纠正一下，台风烟花不是在上海登陆的，第一次在舟山登陆，第二次在平湖登陆，而且那个台风给上海带来的雨量不算小的（不能和郑州暴雨比，但是雨量和风力比这次的巴威要强得多），雨量甚至超过24年直接在上海登陆的贝碧嘉。,1,1783936008,2026-07-13 17:46:48,6,0,2,lukagumi,305959896577,台风巴威登陆,纠正一下，台风烟花不是在上海登陆的，第一次在舟山登陆，第二次在平湖登陆，而且那个台风给上海带来的雨量不算小的（不能和郑州暴雨比，但是雨量和风力比这次的巴威要强得多），雨量甚至超过24年直接在上海登陆的贝碧嘉。,neutral,0.0,[],[],0.85,weak,hybrid,客观纠正事实，无情感
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,今天免费游沈洋！,0,1783938469,2026-07-13 18:27:49,6,0,2,红桃baby吖,309166882624,台风巴威登陆,今天免费游沈洋！,negative,-0.5,[],[],0.85,moderate,hybrid,反讽语气，实际批评积水
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,呵呵，都快停了，我还正常上班呢[大哭],3,1783936044,2026-07-13 17:47:24,6,6,2,小黄油,309161559280,台风巴威登陆,呵呵，都快停了，我还正常上班呢[大哭],negative,-1.0,[],['呵呵'],0.8,strong,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我在沈阳皇姑区一环，当时一环全淹了，上午7点29分59秒停电，经过十多个小时的抢修，于下午6时5分52分来电,2,1783937781,2026-07-13 18:16:21,4,0,2,去感受生活中的美好,305963769569,台风巴威登陆,我在沈阳皇姑区一环，当时一环全淹了，上午7点29分59秒停电，经过十多个小时的抢修，于下午6时5分52分来电,neutral,0.0,[],[],0.85,weak,hybrid,客观描述停电和恢复
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,别下了 别下了[笑哭],0,1783938657,2026-07-13 18:30:57,6,0,3,疯猫阿迪,305965560577,台风巴威登陆,别下了别下了[笑哭],negative,-0.5,[],[],0.85,moderate,hybrid,表达对降雨的厌烦
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,鞍山轻松绷住，雨一点不大,0,1783938917,2026-07-13 18:35:17,4,0,3,78背离亚,305966110049,台风巴威登陆,鞍山轻松绷住，雨一点不大,positive,0.4,[],[],0.85,moderate,hybrid,表达对雨量小的庆幸
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,为啥不来北京啊[大哭]今天好热啊[大哭][doge],6,1783932267,2026-07-13 16:44:27,6,8,3,扫地科的临时工,309153894240,台风巴威登陆,为啥不来北京啊[大哭]今天好热啊[大哭][doge],negative,-1.0,[],[],0.9,strong,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,写作台风，读作洋流,1,1783934215,2026-07-13 17:16:55,3,0,3,你的昵称欸,309157889008,台风巴威登陆,写作台风，读作洋流,negative,-0.5,[],[],0.85,moderate,hybrid,讽刺台风名不副实
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,南充已经持续一周天天发布高温橙色预警。快热死了，怎么不下雨啊,0,1783936269,2026-07-13 17:51:09,5,0,3,1312132辉,305960513985,台风巴威登陆,南充已经持续一周天天发布高温橙色预警。快热死了，怎么不下雨啊,negative,-0.7,[],[],0.85,strong,hybrid,抱怨高温，表达烦躁
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,到现在都没发放假通知[支持],0,1783937129,2026-07-13 18:05:29,6,0,3,卡琳倒车入库,309163911632,台风巴威登陆,到现在都没发放假通知[支持],neutral,0.0,[],['支持'],0.8,weak,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,公交全停,0,1783937405,2026-07-13 18:10:05,6,0,3,卡琳倒车入库,309164513776,台风巴威登陆,公交全停,neutral,0.0,[],[],0.85,weak,hybrid,客观陈述事实
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,特么的南充暴晒一周了，没下过一滴雨，天天38度，热死求了,0,1783936037,2026-07-13 17:47:17,5,0,3,1312132辉,305959916065,台风巴威登陆,特么的南充暴晒一周了，没下过一滴雨，天天38度，热死求了,negative,-0.9,[],[],0.85,strong,hybrid,强烈抱怨高温，情绪愤怒
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,我这从中午开始已经下了6个小时了,0,1783937517,2026-07-13 18:11:57,5,0,3,Yuban10077,305963148145,台风巴威登陆,我这从中午开始已经下了6个小时了,neutral,0.0,[],[],0.85,weak,hybrid,中性描述降雨情况
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,没来逼州,0,1783933652,2026-07-13 17:07:32,6,0,3,武漢精神病人,305955107297,台风巴威登陆,没来逼州,neutral,0.0,[],[],0.85,weak,hybrid,简短陈述，无情感
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,昨天重庆也莫名其妙突然下了大雨，我就奇怪了难道这台风都影响到重庆了？[喜极而泣],0,1783934107,2026-07-13 17:15:07,6,0,3,BOOM刀锋战士,305956161425,台风巴威登陆,昨天重庆也莫名其妙突然下了大雨，我就奇怪了难道这台风都影响到重庆了？[喜极而泣],neutral,0.1,[],['rhetorical'],0.85,weak,hybrid,好奇询问，略带调侃
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,隔壁抚顺更惨[笑哭],0,1783934924,2026-07-13 17:28:44,6,0,3,銀阿九,309159264528,台风巴威登陆,隔壁抚顺更惨[笑哭],negative,-0.4,[],[],0.85,moderate,hybrid,同情他人困境，略带无奈
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,明天还下吗，我在考虑挪车不,0,1783938789,2026-07-13 18:33:09,6,0,3,咸鱼保罗,309167548224,台风巴威登陆,明天还下吗，我在考虑挪车不,neutral,0.0,[],[],0.85,weak,hybrid,纯询问，无情感倾向
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,吓哭了早上下到现在还没停喵[doge],0,1783937618,2026-07-13 18:13:38,4,0,3,爱玩游戏而已吧,305963334017,台风巴威登陆,吓哭了早上下到现在还没停喵[doge],negative,-0.6,[],[],0.85,strong,hybrid,夸张表达对持续降雨的担忧
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,突如其来,0,1783932184,2026-07-13 16:43:04,6,0,3,逸凡有点胖,305952370849,台风巴威登陆,突如其来,neutral,0.0,[],[],0.85,weak,hybrid,中性描述现象
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,台风跟我们擦肩而过，但这里都没这么大的雨[笑哭],0,1783931795,2026-07-13 16:36:35,6,0,3,OkiharaKazuya,309153102752,台风巴威登陆,台风跟我们擦肩而过，但这里都没这么大的雨[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,客观对比，略带调侃
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,家人们 明天能停吗 我想回家[大哭][大哭][大哭][大哭],0,1783934077,2026-07-13 17:14:37,6,3,3,世纪好歌剧,309157563344,台风巴威登陆,家人们明天能停吗我想回家[大哭][大哭][大哭][大哭],negative,-1.0,[],[],0.95,strong,rule,
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,16号飞沈阳不会有事吧[笑哭],0,1783932808,2026-07-13 16:53:28,5,4,3,鸠要谷姑固固固_,309154956304,台风巴威登陆,16号飞沈阳不会有事吧[笑哭],negative,-0.3,[],[],0.85,moderate,hybrid,对航班安全的轻微担忧
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,吉林市咋没有！我还没看过特大暴雨呢,0,1783931247,2026-07-13 16:27:27,5,8,3,夶达达,305950556689,台风巴威登陆,吉林市咋没有！我还没看过特大暴雨呢,neutral,0.1,[],[],0.85,weak,hybrid,好奇期待，无负面情绪
bilibili,BV1whN167En3,台风巴威这是“隔空”登陆了辽宁吗？,说今年这次是百年一遇 但是上一次百年一遇是前年7月20号。。[喜极而泣],0,1783939835,2026-07-13 18:50:35,6,0,3,暗月的风吟,309169887840,台风巴威登陆,说今年这次是百年一遇但是上一次百年一遇是前年7月20号。。[喜极而泣],negative,-0.6,[],[],0.85,strong,hybrid,讽刺百年一遇说法不实
bilibili,BV1SoN16bEMx,台风“巴威” 登陆浙江，电信人众志成城，全员坚守。,收藏了 这个方向我也有研究,0,1783933368,2026-07-13 17:02:48,5,0,1,讲5GGGGG,309156196000,台风巴威登陆,收藏了这个方向我也有研究,positive,0.6,[],[],0.85,strong,hybrid,认可内容，表达兴趣
bilibili,BV1SoN16bEMx,台风“巴威” 登陆浙江，电信人众志成城，全员坚守。,时刻在线,0,1783939721,2026-07-13 18:48:41,3,0,1,梦之永恒1,305967897169,台风巴威登陆,时刻在线,neutral,0.0,[],[],0.85,weak,hybrid,简短陈述，无情感
bilibili,BV1SoN16bEMx,台风“巴威” 登陆浙江，电信人众志成城，全员坚守。,[打call],0,1783939678,2026-07-13 18:47:58,2,0,1,呵呵12345哈哈,309169609872,台风巴威登陆,[打call],positive,0.7,[],[],0.85,strong,hybrid,表情符号表达支持
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,很多人确实在刚发生命案之后会非常警觉和听劝，但是过半年又恢复原来的“松弛感”。 所以安全工作定期就要开展，辛苦认真执行的人了[支持],42,1783823785,2026-07-12 10:36:25,6,0,1,卷心菜6868,305778034897,台风巴威登陆,很多人确实在刚发生命案之后会非常警觉和听劝，但是过半年又恢复原来的“松弛感”。所以安全工作定期就要开展，辛苦认真执行的人了[支持],positive,1.0,"['确实', '安全', '支持']",[],0.95,strong,rule,
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,什么巴威，叫巴萎，巴不威，巴鼠，巴虫，雷声大雨点小[傲娇],3,1783859294,2026-07-12 20:28:14,6,0,1,不吃鱼的喵OoO,305846700785,台风巴威登陆,什么巴威，叫巴萎，巴不威，巴鼠，巴虫，雷声大雨点小[傲娇],negative,-0.7,[],[],0.85,strong,hybrid,讽刺台风威力不足
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,巴威：我来咯 杭州：你进来了？我咋没感觉，你行不行啊 巴威：看我十级风圈！ 杭州：一巴掌拍飞，就这点水，你改名阳威好了！,21,1783825791,2026-07-12 11:09:51,6,2,1,卖萌萝莉伊莉雅_,308976434608,台风巴威登陆,巴威：我来咯杭州：你进来了？我咋没感觉，你行不行啊巴威：看我十级风圈！杭州：一巴掌拍飞，就这点水，你改名阳威好了！,negative,-0.6,[],['rhetorical'],0.85,strong,hybrid,拟人化讽刺台风弱
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,感谢山地，给他削了,10,1783823403,2026-07-12 10:30:03,5,0,1,60938014051_bili,308972146256,台风巴威登陆,感谢山地，给他削了,positive,0.6,['感谢'],[],0.85,strong,hybrid,表达感谢，语气轻松
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,看我们这吃台风尾气吃的。北京平谷[doge],12,1783823471,2026-07-12 10:31:11,6,9,1,不画画的铅笔,308972421600,台风巴威登陆,看我们这吃台风尾气吃的。北京平谷[doge],neutral,0.0,[],[],0.85,weak,hybrid,调侃语气，无明确情感倾向
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,这次台风最大受害者是京津冀/山东/辽宁[笑哭],7,1783829792,2026-07-12 12:16:32,6,14,1,锰治瘸子那条壞腿儿,305789311265,台风巴威登陆,这次台风最大受害者是京津冀/山东/辽宁[笑哭],neutral,-0.1,[],[],0.85,weak,hybrid,客观陈述，略带调侃
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,也降了不少，登陆前都17级了，那阵热风还是很重要的[吃瓜],14,1783823917,2026-07-12 10:38:37,5,5,1,T0级库洛党lover,305778268001,台风巴威登陆,也降了不少，登陆前都17级了，那阵热风还是很重要的[吃瓜],neutral,0.0,[],[],0.85,weak,hybrid,中性描述，无情感倾向
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,信小视频的这辈子也是有了[呲牙],6,1783825108,2026-07-12 10:58:28,4,0,1,Peter077,308975209664,台风巴威登陆,信小视频的这辈子也是有了[呲牙],negative,-0.5,[],[],0.85,moderate,hybrid,讽刺相信小视频的人
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,今年就两个台风啊,1,1783860085,2026-07-12 20:41:25,4,0,1,2025开,309046191664,台风巴威登陆,今年就两个台风啊,neutral,0.0,[],[],0.85,weak,hybrid,客观陈述事实
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,去安徽了[大笑],2,1783830173,2026-07-12 12:22:53,6,0,1,我在_道就在,305790068737,台风巴威登陆,去安徽了[大笑],neutral,0.0,[],[],0.85,weak,hybrid,中性描述，带表情无情感
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,很多专门做某类视频的，没法一一验证也不会那么严谨，很多乱整合的。 灾情地早期很多没网络没时间，根本发不了，后期就算能发了，基本也是本地ip互相看到而已，一旦数据一起来直接限流或者下架。除非官方引用过,0,1783842065,2026-07-12 15:41:05,6,0,1,Unlmつ,309008721264,台风巴威登陆,很多专门做某类视频的，没法一一验证也不会那么严谨，很多乱整合的。灾情地早期很多没网络没时间，根本发不了，后期就算能发了，基本也是本地ip互相看到而已，一旦数据一起来直接限流或者下架。除非官方引用过,neutral,0.0,[],['严谨'],0.85,weak,hybrid,理性分析，客观陈述
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,已经降到9级了！热带风暴在芜湖市！！！,3,1783832705,2026-07-12 13:05:05,6,0,1,魔龍神诡影魊魇麟杀神,308991238240,台风巴威登陆,已经降到9级了！热带风暴在芜湖市！！！,neutral,0.0,[],[],0.85,weak,hybrid,中性信息通报
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,江苏无感[吃瓜],0,1783857320,2026-07-12 19:55:20,6,0,1,Skt-T1_Faker,305841564817,台风巴威登陆,江苏无感[吃瓜],neutral,0.0,[],[],0.85,weak,hybrid,中性描述个人感受
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,好在 我们温州的台风 已经过去了 下了一天的暴风雨 总算结束了 [OK],2,1783824768,2026-07-12 10:52:48,6,0,1,我熊妈黑欺旅游区官方,305779589425,台风巴威登陆,好在我们温州的台风已经过去了下了一天的暴风雨总算结束了[OK],positive,0.6,[],[],0.85,strong,hybrid,表达庆幸和轻松
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,太正常了，别说这次台风，就每年冬天说北方有多冷的素材有些我都看了十年了,1,1783829157,2026-07-12 12:05:57,6,0,1,你的侍臣,308983198528,台风巴威登陆,太正常了，别说这次台风，就每年冬天说北方有多冷的素材有些我都看了十年了,negative,-0.4,[],[],0.85,moderate,hybrid,讽刺重复素材，略带不满
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,山上多了好多瀑布,2,1783824167,2026-07-12 10:42:47,6,1,1,超现充艾迪,305778653921,台风巴威登陆,山上多了好多瀑布,neutral,0.0,[],[],0.85,weak,hybrid,客观描述现象
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,[支持][保佑],0,1783837846,2026-07-12 14:30:46,5,0,1,秋风寒彻,309001096032,台风巴威登陆,[支持][保佑],positive,1.0,['支持'],[],0.9,strong,rule,
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,ai伪人视频太多了，视频网站都不知道审核，制造恐慌，各位看看天气预报App，打开定位，刷新，才是真的信息,1,1783826145,2026-07-12 11:15:45,6,0,1,震烨星阑,308977136128,台风巴威登陆,ai伪人视频太多了，视频网站都不知道审核，制造恐慌，各位看看天气预报App，打开定位，刷新，才是真的信息,negative,-0.6,[],['恐慌'],0.85,strong,hybrid,批评AI视频和审核问题
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,某音造谣多的是，我朋友玩我不玩，我朋友看见一个举报一个,0,1783843759,2026-07-12 16:09:19,6,0,1,cJ知予,309011432288,台风巴威登陆,某音造谣多的是，我朋友玩我不玩，我朋友看见一个举报一个,negative,-0.5,['举报'],[],0.85,moderate,hybrid,批评造谣现象
bilibili,BV1d3NK6oEUm,九号台风“巴威”在浙江沿海登陆,支持up正本清源,0,1783844476,2026-07-12 16:21:16,6,0,2,淳简柆基茨徳,305816118481,台风巴威登陆,支持up正本清源,positive,0.8,['支持'],[],0.85,strong,hybrid,明确支持，表达认可
